gt_match_id,order_id,expected_amount,currency,status,anomaly_flags
GM004350,ORDGM004350,1377.82,INR,pending,
GM004351,ORDGM004351,406.33,INR,pending,
GM004352,ORDGM004352,1667.25,INR,pending,
GM004353,ORDGM004353,2244.38,INR,pending,
GM004354,ORDGM004354,11631.01,INR,pending,
GM004355,ORDGM004355,1515.01,INR,pending,
GM004356,ORDGM004356,1558.56,INR,pending,
GM004357,ORDGM004357,879.86,INR,pending,
GM004358,ORDGM004358,106.44,INR,pending,
GM004359,ORDGM004359,439.19,INR,pending,
GM004360,ORDGM004360,3992.96,INR,pending,
GM004361,ORDGM004361,383.43,INR,pending,
GM004362,ORDGM004362,2805.85,INR,pending,
GM004363,ORDGM004363,6589.37,INR,pending,
GM004364,ORDGM004364,3077.08,INR,pending,
GM004365,ORDGM004365,581.85,INR,pending,
GM004366,ORDGM004366,1780.56,INR,pending,
GM004367,ORDGM004367,638.74,INR,pending,
GM004368,ORDGM004368,1917.51,INR,pending,
GM004369,ORDGM004369,5746.01,INR,pending,
GM004370,ORDGM004370,393.17,INR,pending,
GM004371,ORDGM004371,1296.46,INR,pending,
GM004372,ORDGM004372,43.50,INR,pending,
GM004373,ORDGM004373,154.61,INR,pending,
GM004375,ORDGM004375,5179.51,INR,pending,
GM004376,ORDGM004376,3091.60,INR,pending,
GM004377,ORDGM004377,1099.71,INR,pending,
GM004378,ORDGM004378,1780.92,INR,pending,
GM004380,ORDGM004380,849.03,INR,pending,
GM004381,ORDGM004381,1412.85,INR,pending,
GM004382,ORDGM004382,2040.08,INR,pending,
GM004383,ORDGM004383,3060.88,INR,pending,
GM004383R,ORDGM004383R,-3081.04,INR,pending,
GM004384,ORDGM004384,5144.32,INR,pending,
GM004385,ORDGM004385,3078.14,INR,pending,
GM004386,ORDGM004386,521.56,INR,pending,
GM004387,ORDGM004387,395.70,INR,pending,
GM004389,ORDGM004389,2276.46,INR,pending,
GM004390,ORDGM004390,1146.86,INR,pending,
GM004391,ORDGM004391,595.20,INR,pending,
GM004393,ORDGM004393,29.58,INR,pending,
GM004394,ORDGM004394,1390.45,INR,pending,
GM004395,ORDGM004395,1513.55,INR,pending,
GM004396,ORDGM004396,7485.18,INR,pending,
GM004397,ORDGM004397,3080.49,INR,pending,
GM004398,ORDGM004398,5018.72,INR,pending,
GM004398R,ORDGM004398R,-5092.87,INR,pending,
GM004399,ORDGM004399,259.01,INR,pending,
GM004401,ORDGM004401,566.60,INR,pending,
GM004402,ORDGM004402,2425.64,INR,pending,
GM004403,ORDGM004403,643.89,INR,pending,
GM004404,ORDGM004404,2584.38,INR,pending,
GM004405,ORDGM004405,2619.14,INR,pending,
GM004406,ORDGM004406,1241.21,INR,pending,
GM004407,ORDGM004407,269.03,INR,pending,
GM004408,ORDGM004408,557.59,INR,pending,
GM004409,ORDGM004409,1508.52,INR,pending,
GM004410,ORDGM004410,2610.51,INR,pending,
GM004410R,ORDGM004410R,-2649.92,INR,pending,
GM004411,ORDGM004411,924.19,INR,pending,
GM004411R,ORDGM004411R,-934.62,INR,pending,
GM004412,ORDGM004412,2118.36,INR,pending,
GM004413,ORDGM004413,806.87,INR,pending,
GM004414,ORDGM004414,236.40,INR,pending,
GM004415,ORDGM004415,1145.05,INR,pending,
GM004416,ORDGM004416,6521.38,INR,pending,
GM004417,ORDGM004417,3480.86,INR,pending,
GM004418,ORDGM004418,1869.01,INR,pending,
GM004419,ORDGM004419,6268.10,INR,pending,
GM004420,ORDGM004420,3534.91,INR,pending,
GM004422,ORDGM004422,538.67,INR,pending,
GM004424,ORDGM004424,516.38,INR,pending,
GM004425,ORDGM004425,2725.37,INR,pending,
GM004426,ORDGM004426,1588.51,INR,pending,
GM004427,ORDGM004427,1952.72,INR,pending,
GM004427R,ORDGM004427R,-1969.50,INR,pending,
GM004428,ORDGM004428,230.03,INR,pending,
GM004429,ORDGM004429,291.81,INR,pending,
GM004429R,ORDGM004429R,-303.23,INR,pending,
GM004430,ORDGM004430,986.06,INR,pending,
GM004431,ORDGM004431,1244.53,INR,pending,
GM004432,ORDGM004432,306.96,INR,pending,
GM004433,ORDGM004433,284.17,INR,pending,
GM004434,ORDGM004434,8989.98,INR,pending,
GM004435,ORDGM004435,573.55,INR,pending,
GM004436,ORDGM004436,149.18,INR,pending,
GM004437,ORDGM004437,830.62,INR,pending,
GM004438,ORDGM004438,5715.97,INR,pending,
GM004438R,ORDGM004438R,-5819.05,INR,pending,
GM004439,ORDGM004439,2998.25,INR,pending,
GM004440,ORDGM004440,985.48,INR,pending,
GM004442,ORDGM004442,2631.04,INR,pending,
GM004443,ORDGM004443,1784.95,INR,pending,
GM004444,ORDGM004444,457.67,INR,pending,
GM004445,ORDGM004445,1729.83,INR,pending,
GM004446,ORDGM004446,552.75,INR,pending,
GM004447,ORDGM004447,2000.64,INR,pending,
GM004448,ORDGM004448,303.49,INR,pending,
GM004449,ORDGM004449,1776.18,INR,pending,
GM004450,ORDGM004450,867.57,INR,pending,
GM004451,ORDGM004451,3500.08,INR,pending,
GM004452,ORDGM004452,2261.49,INR,pending,
GM004453,ORDGM004453,715.49,INR,pending,
GM004454,ORDGM004454,973.85,INR,pending,
GM004455,ORDGM004455,4629.87,INR,pending,
GM004456,ORDGM004456,2712.23,INR,pending,
GM004456R,ORDGM004456R,-2741.91,INR,pending,
GM004457,ORDGM004457,2728.47,INR,pending,
GM004458,ORDGM004458,453.36,INR,pending,
GM004459,ORDGM004459,1315.42,INR,pending,
GM004460,ORDGM004460,2838.09,INR,pending,
GM004461,ORDGM004461,11305.79,INR,pending,
GM004462,ORDGM004462,2766.54,INR,pending,
GM004464,ORDGM004464,781.24,INR,pending,
GM004465,ORDGM004465,1272.76,INR,pending,
GM004466,ORDGM004466,1835.88,INR,pending,
GM004467,ORDGM004467,2412.80,INR,pending,
GM004468,ORDGM004468,1238.05,INR,pending,
GM004468R,ORDGM004468R,-1275.91,INR,pending,
GM004470,ORDGM004470,512.46,INR,pending,
GM004471,ORDGM004471,903.93,INR,pending,
GM004472,ORDGM004472,5752.76,INR,pending,
GM004472R,ORDGM004472R,-5788.00,INR,pending,
GM004473,ORDGM004473,3332.69,INR,pending,
GM004474,ORDGM004474,4520.69,INR,pending,
GM004475,ORDGM004475,334.50,INR,pending,
GM004476,ORDGM004476,1254.73,INR,pending,
GM004477,ORDGM004477,394.86,INR,pending,
GM004478,ORDGM004478,1657.05,INR,pending,
GM004479,ORDGM004479,367.70,INR,pending,
GM004480,ORDGM004480,1995.88,INR,pending,
GM004481,ORDGM004481,783.88,INR,pending,
GM004482,ORDGM004482,2253.10,INR,pending,
GM004483,ORDGM004483,745.91,INR,pending,
GM004484,ORDGM004484,339.23,INR,pending,
GM004485,ORDGM004485,723.42,INR,pending,
GM004486,ORDGM004486,491.07,INR,pending,
GM004487,ORDGM004487,516.91,INR,pending,
GM004488,ORDGM004488,279.48,INR,pending,
GM004489,ORDGM004489,1466.53,INR,pending,
GM004490,ORDGM004490,1098.54,INR,pending,
GM004491,ORDGM004491,3812.61,INR,pending,
GM004491R,ORDGM004491R,-3879.97,INR,pending,
GM004492,ORDGM004492,1229.41,INR,pending,
GM004492R,ORDGM004492R,-1258.32,INR,pending,
GM004493,ORDGM004493,2056.83,INR,pending,
GM004494,ORDGM004494,283.01,INR,pending,
GM004495,ORDGM004495,305.33,INR,pending,
GM004496,ORDGM004496,1700.42,INR,pending,
GM004497,ORDGM004497,365.69,INR,pending,
GM004498,ORDGM004498,1919.98,INR,pending,
GM004499,ORDGM004499,255.24,INR,pending,
GM004500,ORDGM004500,1806.64,INR,pending,
GM004501,ORDGM004501,4523.79,INR,pending,
GM004502,ORDGM004502,263.08,INR,pending,
GM004503,ORDGM004503,256.74,INR,pending,
GM004505,ORDGM004505,1093.04,INR,pending,
GM004506,ORDGM004506,2356.20,INR,pending,
GM004507,ORDGM004507,539.24,INR,pending,
GM004508,ORDGM004508,2317.78,INR,pending,
GM004508R,ORDGM004508R,-2351.91,INR,pending,
GM004509,ORDGM004509,239.17,INR,pending,
GM004510,ORDGM004510,647.37,INR,pending,
GM004511,ORDGM004511,234.45,INR,pending,
GM004512,ORDGM004512,4623.20,INR,pending,
GM004513,ORDGM004513,1405.21,INR,pending,
GM004514,ORDGM004514,279.93,INR,pending,
GM004515,ORDGM004515,194.75,INR,pending,
GM004516,ORDGM004516,1312.41,INR,pending,
GM004517,ORDGM004517,1096.56,INR,pending,
GM004518,ORDGM004518,83.31,INR,pending,
GM004519,ORDGM004519,2017.31,INR,pending,
GM004521,ORDGM004521,1751.17,INR,pending,
GM004522,ORDGM004522,1881.77,INR,pending,
GM004523,ORDGM004523,2515.88,INR,pending,
GM004524,ORDGM004524,1304.14,INR,pending,
GM004525,ORDGM004525,1489.98,INR,pending,
GM004526,ORDGM004526,510.89,INR,pending,
GM004527,ORDGM004527,871.33,INR,pending,
GM004528,ORDGM004528,527.12,INR,pending,
GM004529,ORDGM004529,507.28,INR,pending,
GM004530,ORDGM004530,1632.33,INR,pending,
GM004531,ORDGM004531,1770.51,INR,pending,
GM004533,ORDGM004533,693.18,INR,pending,
GM004534,ORDGM004534,1141.25,INR,pending,
GM004535,ORDGM004535,1537.60,INR,pending,
GM004536,ORDGM004536,1021.09,INR,pending,
GM004537,ORDGM004537,1398.41,INR,pending,
GM004538,ORDGM004538,1073.49,INR,pending,
GM004539,ORDGM004539,1555.22,INR,pending,
GM004540,ORDGM004540,971.13,INR,pending,
GM004541,ORDGM004541,2416.04,INR,pending,
GM004541R,ORDGM004541R,-2437.31,INR,pending,
GM004542,ORDGM004542,1615.50,INR,pending,
GM004543,ORDGM004543,1000.68,INR,pending,
GM004544,ORDGM004544,1168.51,INR,pending,
GM004545,ORDGM004545,9.31,INR,pending,
GM004546,ORDGM004546,3732.96,INR,pending,
GM004547,ORDGM004547,2614.77,INR,pending,
GM004548,ORDGM004548,8082.33,INR,pending,
GM004549,ORDGM004549,1759.52,INR,pending,
GM004549R,ORDGM004549R,-1837.74,INR,pending,
GM004550,ORDGM004550,263.34,INR,pending,
GM004550R,ORDGM004550R,-295.74,INR,pending,
GM004551,ORDGM004551,1563.24,INR,pending,
GM004552,ORDGM004552,478.56,INR,pending,
GM004554,ORDGM004554,1085.30,INR,pending,
GM004555,ORDGM004555,2135.54,INR,pending,
GM004556,ORDGM004556,1165.57,INR,pending,
GM004557,ORDGM004557,1637.49,INR,pending,
GM004558,ORDGM004558,2373.22,INR,pending,
GM004559,ORDGM004559,990.33,INR,pending,
GM004560,ORDGM004560,528.58,INR,pending,
GM004561,ORDGM004561,72.57,INR,pending,
GM004562,ORDGM004562,1619.74,INR,pending,
GM004563,ORDGM004563,1069.78,INR,pending,
GM004564,ORDGM004564,5454.91,INR,pending,
GM004565,ORDGM004565,3248.71,INR,pending,
GM004566,ORDGM004566,2906.70,INR,pending,
GM004566R,ORDGM004566R,-2921.17,INR,pending,
GM004567,ORDGM004567,5310.27,INR,pending,
GM004568,ORDGM004568,7870.49,INR,pending,
GM004569,ORDGM004569,2416.04,INR,pending,
GM004571,ORDGM004571,3504.93,INR,pending,
GM004572,ORDGM004572,2486.43,INR,pending,
GM004573,ORDGM004573,4212.78,INR,pending,
GM004574,ORDGM004574,3791.38,INR,pending,
GM004575,ORDGM004575,838.67,INR,pending,
GM004576,ORDGM004576,1646.65,INR,pending,
GM004577,ORDGM004577,205.28,INR,pending,
GM004578,ORDGM004578,630.00,INR,pending,
GM004579,ORDGM004579,5799.26,INR,pending,
GM004580,ORDGM004580,135.38,INR,pending,
GM004581,ORDGM004581,654.17,INR,pending,
GM004582,ORDGM004582,71.64,INR,pending,
GM004583,ORDGM004583,2011.47,INR,pending,
GM004584,ORDGM004584,2008.16,INR,pending,
GM004585,ORDGM004585,945.75,INR,pending,
GM004585R,ORDGM004585R,-976.43,INR,pending,
GM004586,ORDGM004586,2557.93,INR,pending,
GM004587,ORDGM004587,563.62,INR,pending,
GM004588,ORDGM004588,5761.42,INR,pending,
GM004590,ORDGM004590,1906.23,INR,pending,
GM004591,ORDGM004591,586.79,INR,pending,
GM004592,ORDGM004592,1305.19,INR,pending,
GM004593,ORDGM004593,1213.36,INR,pending,
GM004594,ORDGM004594,1518.16,INR,pending,
GM004595,ORDGM004595,2007.33,INR,pending,
GM004596,ORDGM004596,999.42,INR,pending,
GM004597,ORDGM004597,39.68,INR,pending,
GM004598,ORDGM004598,2952.40,INR,pending,
GM004599,ORDGM004599,806.41,INR,pending,
GM004600,ORDGM004600,2371.36,INR,pending,
GM004601,ORDGM004601,329.51,INR,pending,
GM004602,ORDGM004602,1282.41,INR,pending,
GM004603,ORDGM004603,381.89,INR,pending,
GM004603R,ORDGM004603R,-386.19,INR,pending,
GM004604,ORDGM004604,1328.14,INR,pending,
GM004605,ORDGM004605,573.71,INR,pending,
GM004606,ORDGM004606,2347.91,INR,pending,
GM004607,ORDGM004607,3545.82,INR,pending,
GM004608,ORDGM004608,140.60,INR,pending,
GM004609,ORDGM004609,360.61,INR,pending,
GM004610,ORDGM004610,2044.48,INR,pending,
GM004611,ORDGM004611,6389.27,INR,pending,
GM004612,ORDGM004612,1414.35,INR,pending,
GM004613,ORDGM004613,5434.13,INR,pending,
GM004614,ORDGM004614,1644.89,INR,pending,
GM004615,ORDGM004615,420.05,INR,pending,
GM004616,ORDGM004616,1774.18,INR,pending,
GM004616R,ORDGM004616R,-1935.77,INR,pending,
GM004617,ORDGM004617,98.44,INR,pending,
GM004618,ORDGM004618,1907.65,INR,pending,
GM004619,ORDGM004619,2234.81,INR,pending,
GM004620,ORDGM004620,3161.80,INR,pending,
GM004621,ORDGM004621,810.88,INR,pending,
GM004622,ORDGM004622,1749.16,INR,pending,
GM004623,ORDGM004623,1812.24,INR,pending,
GM004624,ORDGM004624,2554.30,INR,pending,
GM004625,ORDGM004625,639.74,INR,pending,
GM004626,ORDGM004626,438.12,INR,pending,
GM004627,ORDGM004627,4155.65,INR,pending,
GM004628,ORDGM004628,283.81,INR,pending,
GM004629,ORDGM004629,2699.34,INR,pending,
GM004630,ORDGM004630,853.00,INR,pending,
GM004631,ORDGM004631,4881.79,INR,pending,
GM004632,ORDGM004632,100.27,INR,pending,
GM004633,ORDGM004633,3756.49,INR,pending,
GM004634,ORDGM004634,3816.64,INR,pending,
GM004635,ORDGM004635,1309.80,INR,pending,
GM004637,ORDGM004637,593.64,INR,pending,
GM004638,ORDGM004638,1486.49,INR,pending,
GM004639,ORDGM004639,1942.12,INR,pending,
GM004640,ORDGM004640,1889.88,INR,pending,
GM004640R,ORDGM004640R,-1916.99,INR,pending,
GM004641,ORDGM004641,1872.68,INR,pending,
GM004642,ORDGM004642,793.86,INR,pending,
GM004643,ORDGM004643,4695.08,INR,pending,
GM004644,ORDGM004644,675.07,INR,pending,
GM004646,ORDGM004646,489.70,INR,pending,
GM004647,ORDGM004647,608.47,INR,pending,
GM004648,ORDGM004648,7802.47,INR,pending,
GM004649,ORDGM004649,1086.53,INR,pending,
GM004649R,ORDGM004649R,-1127.44,INR,pending,
GM004650,ORDGM004650,557.62,INR,pending,
GM004650R,ORDGM004650R,-565.54,INR,pending,
GM004651,ORDGM004651,299.94,INR,pending,
GM004652,ORDGM004652,225.41,INR,pending,
GM004653,ORDGM004653,4143.07,INR,pending,
GM004653R,ORDGM004653R,-4226.98,INR,pending,
GM004655,ORDGM004655,869.46,INR,pending,
GM004656,ORDGM004656,473.27,INR,pending,
GM004657,ORDGM004657,171.85,INR,pending,
GM004658,ORDGM004658,6379.87,INR,pending,
GM004659,ORDGM004659,534.51,INR,pending,
GM004659R,ORDGM004659R,-557.62,INR,pending,
GM004660,ORDGM004660,630.97,INR,pending,
GM004661,ORDGM004661,2932.75,INR,pending,
GM004662,ORDGM004662,6537.77,INR,pending,
GM004663,ORDGM004663,133.63,INR,pending,
GM004664,ORDGM004664,693.50,INR,pending,
GM004665,ORDGM004665,1007.58,INR,pending,
GM004666,ORDGM004666,1781.48,INR,pending,
GM004667,ORDGM004667,5.80,INR,pending,
GM004668,ORDGM004668,4873.27,INR,pending,
GM004670,ORDGM004670,757.31,INR,pending,
GM004671,ORDGM004671,2966.84,INR,pending,
GM004672,ORDGM004672,1736.02,INR,pending,
GM004673,ORDGM004673,6.02,INR,pending,
GM004674,ORDGM004674,2204.16,INR,pending,
GM004675,ORDGM004675,322.08,INR,pending,
GM004676,ORDGM004676,2096.45,INR,pending,
GM004677,ORDGM004677,3559.98,INR,pending,
GM004678,ORDGM004678,326.71,INR,pending,
GM004679,ORDGM004679,2054.71,INR,pending,
GM004680,ORDGM004680,1655.64,INR,pending,
GM004681,ORDGM004681,8569.73,INR,pending,
GM004682,ORDGM004682,773.72,INR,pending,
GM004683,ORDGM004683,158.07,INR,pending,
GM004684,ORDGM004684,2189.95,INR,pending,
GM004685,ORDGM004685,1629.70,INR,pending,
GM004686,ORDGM004686,484.53,INR,pending,
GM004687,ORDGM004687,4731.99,INR,pending,
GM004688,ORDGM004688,63.65,INR,pending,
GM004689,ORDGM004689,628.23,INR,pending,
GM004690,ORDGM004690,2802.43,INR,pending,
GM004691,ORDGM004691,86.98,INR,pending,
GM004692,ORDGM004692,3109.09,INR,pending,
GM004693,ORDGM004693,332.48,INR,pending,
GM004694,ORDGM004694,2197.93,INR,pending,
GM004695,ORDGM004695,290.71,INR,pending,
GM004696,ORDGM004696,2310.32,INR,pending,
GM004696R,ORDGM004696R,-2357.86,INR,pending,
GM004697,ORDGM004697,1613.01,INR,pending,
GM004698,ORDGM004698,1156.29,INR,pending,
GM004699,ORDGM004699,2608.12,INR,pending,
GM004700,ORDGM004700,363.91,INR,pending,
GM004701,ORDGM004701,777.09,INR,pending,
GM004702,ORDGM004702,1361.66,INR,pending,
GM004703,ORDGM004703,3072.06,INR,pending,
GM004704,ORDGM004704,2224.96,INR,pending,
GM004705,ORDGM004705,193.53,INR,pending,
GM004707,ORDGM004707,328.66,INR,pending,
GM004708,ORDGM004708,2191.76,INR,pending,
GM004709,ORDGM004709,1536.58,INR,pending,
GM004710,ORDGM004710,5073.65,INR,pending,
GM004711,ORDGM004711,225.06,INR,pending,
GM004712,ORDGM004712,249.59,INR,pending,
GM004713,ORDGM004713,3399.29,INR,pending,
GM004714,ORDGM004714,1099.44,INR,pending,
GM004715,ORDGM004715,302.99,INR,pending,
GM004716,ORDGM004716,828.31,INR,pending,
GM004717,ORDGM004717,1320.70,INR,pending,
GM004718,ORDGM004718,5446.91,INR,pending,
GM004719,ORDGM004719,2999.73,INR,pending,
GM004720,ORDGM004720,1134.68,INR,pending,
GM004721,ORDGM004721,1798.40,INR,pending,
GM004722,ORDGM004722,897.00,INR,pending,
GM004723,ORDGM004723,3001.33,INR,pending,
GM004724,ORDGM004724,1350.11,INR,pending,
GM004725,ORDGM004725,247.61,INR,pending,
GM004726,ORDGM004726,3280.29,INR,pending,
GM004726R,ORDGM004726R,-3344.24,INR,pending,
GM004727,ORDGM004727,1654.66,INR,pending,
GM004728,ORDGM004728,615.99,INR,pending,
GM004729,ORDGM004729,1112.78,INR,pending,
GM004730,ORDGM004730,98.08,INR,pending,
GM004731,ORDGM004731,342.42,INR,pending,
GM004732,ORDGM004732,2376.48,INR,pending,
GM004734,ORDGM004734,409.11,INR,pending,
GM004735,ORDGM004735,532.15,INR,pending,
GM004736,ORDGM004736,1854.56,INR,pending,
GM004737,ORDGM004737,10081.58,INR,pending,
GM004738,ORDGM004738,2797.44,INR,pending,
GM004739,ORDGM004739,2972.16,INR,pending,
GM004740,ORDGM004740,1033.85,INR,pending,
GM004741,ORDGM004741,2060.59,INR,pending,
GM004742,ORDGM004742,1365.56,INR,pending,
GM004743,ORDGM004743,162.26,INR,pending,
GM004744,ORDGM004744,191.08,INR,pending,
GM004745,ORDGM004745,1877.29,INR,pending,
GM004746,ORDGM004746,1183.71,INR,pending,
GM004747,ORDGM004747,6153.35,INR,pending,
GM004747R,ORDGM004747R,-6234.45,INR,pending,
GM004748,ORDGM004748,565.18,INR,pending,
GM004749,ORDGM004749,3599.15,INR,pending,
GM004750,ORDGM004750,375.71,INR,pending,
GM004751,ORDGM004751,5264.89,INR,pending,
GM004752,ORDGM004752,1375.46,INR,pending,
GM004753,ORDGM004753,664.58,INR,pending,
GM004754,ORDGM004754,3276.39,INR,pending,
GM004755,ORDGM004755,1060.08,INR,pending,
GM004756,ORDGM004756,11097.36,INR,pending,
GM004757,ORDGM004757,638.69,INR,pending,
GM004758,ORDGM004758,867.10,INR,pending,
GM004759,ORDGM004759,3142.83,INR,pending,
GM004760,ORDGM004760,2683.49,INR,pending,
GM004762,ORDGM004762,3141.85,INR,pending,
GM004763,ORDGM004763,2254.94,INR,pending,
GM004764,ORDGM004764,807.67,INR,pending,
GM004765,ORDGM004765,2451.71,INR,pending,
GM004766,ORDGM004766,1170.04,INR,pending,
GM004767,ORDGM004767,91.98,INR,pending,
GM004768,ORDGM004768,926.71,INR,pending,
GM004769,ORDGM004769,224.55,INR,pending,
GM004770,ORDGM004770,6010.23,INR,pending,
GM004771,ORDGM004771,1386.01,INR,pending,
GM004772,ORDGM004772,694.08,INR,pending,
GM004773,ORDGM004773,1000.49,INR,pending,
GM004773R,ORDGM004773R,-1019.53,INR,pending,
GM004774,ORDGM004774,752.43,INR,pending,
GM004775,ORDGM004775,4190.01,INR,pending,
GM004777,ORDGM004777,7598.74,INR,pending,
GM004778,ORDGM004778,536.38,INR,pending,
GM004779,ORDGM004779,667.88,INR,pending,
GM004780,ORDGM004780,395.88,INR,pending,
GM004781,ORDGM004781,1174.76,INR,pending,
GM004782,ORDGM004782,2529.09,INR,pending,
GM004783,ORDGM004783,2475.65,INR,pending,
GM004784,ORDGM004784,142.78,INR,pending,
GM004785,ORDGM004785,1487.32,INR,pending,
GM004786,ORDGM004786,2886.41,INR,pending,
GM004787,ORDGM004787,2829.59,INR,pending,
GM004788,ORDGM004788,276.38,INR,pending,
GM004789,ORDGM004789,621.69,INR,pending,
GM004790,ORDGM004790,2318.83,INR,pending,
GM004791,ORDGM004791,4983.28,INR,pending,
GM004792,ORDGM004792,1140.31,INR,pending,
GM004793,ORDGM004793,1027.24,INR,pending,
GM004794,ORDGM004794,4615.41,INR,pending,
GM004796,ORDGM004796,1378.08,INR,pending,
GM004797,ORDGM004797,1580.03,INR,pending,
GM004798,ORDGM004798,2053.63,INR,pending,
GM004799,ORDGM004799,95.57,INR,pending,
GM004800,ORDGM004800,3172.13,INR,pending,
GM004801,ORDGM004801,2092.16,INR,pending,
GM004802,ORDGM004802,5976.54,INR,pending,
GM004803,ORDGM004803,4716.30,INR,pending,
GM004804,ORDGM004804,6606.00,INR,pending,
GM004805,ORDGM004805,4319.36,INR,pending,
GM004806,ORDGM004806,1334.46,INR,pending,
GM004807,ORDGM004807,2259.59,INR,pending,
GM004808,ORDGM004808,270.91,INR,pending,
GM004809,ORDGM004809,763.86,INR,pending,
GM004810,ORDGM004810,2908.57,INR,pending,
GM004811,ORDGM004811,1447.58,INR,pending,
GM004812,ORDGM004812,2321.14,INR,pending,
GM004813,ORDGM004813,831.97,INR,pending,
GM004814,ORDGM004814,223.90,INR,pending,
GM004815,ORDGM004815,509.50,INR,pending,
GM004815R,ORDGM004815R,-538.69,INR,pending,
GM004816,ORDGM004816,512.40,INR,pending,
GM004817,ORDGM004817,1764.97,INR,pending,
GM004818,ORDGM004818,486.90,INR,pending,
GM004819,ORDGM004819,2710.65,INR,pending,
GM004820,ORDGM004820,7668.06,INR,pending,
GM004821,ORDGM004821,156.14,INR,pending,
GM004822,ORDGM004822,1214.35,INR,pending,
GM004823,ORDGM004823,208.24,INR,pending,
GM004824,ORDGM004824,4181.64,INR,pending,
GM004825,ORDGM004825,608.44,INR,pending,
GM004826,ORDGM004826,953.94,INR,pending,
GM004827,ORDGM004827,3122.36,INR,pending,
GM004828,ORDGM004828,392.00,INR,pending,
GM004829,ORDGM004829,902.93,INR,pending,
GM004830,ORDGM004830,21.82,INR,pending,
GM004831,ORDGM004831,1555.90,INR,pending,
GM004832,ORDGM004832,962.94,INR,pending,
GM004833,ORDGM004833,2036.60,INR,pending,
GM004834,ORDGM004834,992.93,INR,pending,
GM004835,ORDGM004835,461.86,INR,pending,
GM004836,ORDGM004836,429.08,INR,pending,
GM004837,ORDGM004837,496.01,INR,pending,
GM004838,ORDGM004838,406.61,INR,pending,
GM004839,ORDGM004839,1372.47,INR,pending,
GM004840,ORDGM004840,2636.07,INR,pending,
GM004841,ORDGM004841,2426.20,INR,pending,
GM004842,ORDGM004842,89.17,INR,pending,
GM004843,ORDGM004843,952.80,INR,pending,
GM004844,ORDGM004844,1070.97,INR,pending,
GM004845,ORDGM004845,8333.88,INR,pending,
GM004846,ORDGM004846,2985.55,INR,pending,
GM004847,ORDGM004847,1269.71,INR,pending,
GM004848,ORDGM004848,1223.75,INR,pending,
GM004849,ORDGM004849,3031.96,INR,pending,
GM004850,ORDGM004850,514.52,INR,pending,
GM004851,ORDGM004851,404.71,INR,pending,
GM004852,ORDGM004852,2740.17,INR,pending,
GM004853,ORDGM004853,143.53,INR,pending,
GM004854,ORDGM004854,1521.93,INR,pending,
GM004855,ORDGM004855,943.50,INR,pending,
GM004856,ORDGM004856,482.09,INR,pending,
GM004857,ORDGM004857,3829.70,INR,pending,
GM004858,ORDGM004858,964.66,INR,pending,
GM004858R,ORDGM004858R,-972.89,INR,pending,
GM004859,ORDGM004859,800.16,INR,pending,
GM004860,ORDGM004860,7046.84,INR,pending,
GM004860R,ORDGM004860R,-7144.00,INR,pending,
GM004861,ORDGM004861,3756.94,INR,pending,
GM004862,ORDGM004862,743.43,INR,pending,
GM004863,ORDGM004863,496.57,INR,pending,
GM004864,ORDGM004864,737.33,INR,pending,
GM004865,ORDGM004865,3783.67,INR,pending,
GM004866,ORDGM004866,1817.68,INR,pending,
GM004866R,ORDGM004866R,-1859.63,INR,pending,
GM004867,ORDGM004867,1346.18,INR,pending,
GM004868,ORDGM004868,945.94,INR,pending,
GM004869,ORDGM004869,1604.87,INR,pending,
GM004870,ORDGM004870,1887.50,INR,pending,
GM004871,ORDGM004871,83.64,INR,pending,
GM004872,ORDGM004872,89.74,INR,pending,
GM004873,ORDGM004873,6471.22,INR,pending,
GM004874,ORDGM004874,1757.30,INR,pending,
GM004875,ORDGM004875,3501.37,INR,pending,
GM004876,ORDGM004876,3210.76,INR,pending,
GM004877,ORDGM004877,718.06,INR,pending,
GM004878,ORDGM004878,2152.19,INR,pending,
GM004879,ORDGM004879,53.77,INR,pending,
GM004880,ORDGM004880,4138.90,INR,pending,
GM004881,ORDGM004881,697.75,INR,pending,
GM004882,ORDGM004882,5585.15,INR,pending,
GM004883,ORDGM004883,1280.47,INR,pending,
GM004884,ORDGM004884,1183.86,INR,pending,
GM004885,ORDGM004885,2376.71,INR,pending,
GM004886,ORDGM004886,1130.47,INR,pending,
GM004887,ORDGM004887,6272.61,INR,pending,
GM004888,ORDGM004888,2690.54,INR,pending,
GM004889,ORDGM004889,6112.15,INR,pending,
GM004890,ORDGM004890,4849.17,INR,pending,
GM004891,ORDGM004891,281.12,INR,pending,
GM004892,ORDGM004892,146.57,INR,pending,
GM004893,ORDGM004893,4463.68,INR,pending,
GM004894,ORDGM004894,74.51,INR,pending,
GM004895,ORDGM004895,1237.08,INR,pending,
GM004896,ORDGM004896,992.82,INR,pending,
GM004896R,ORDGM004896R,-1010.10,INR,pending,
GM004897,ORDGM004897,1279.76,INR,pending,
GM004898,ORDGM004898,397.03,INR,pending,
GM004899,ORDGM004899,1038.10,INR,pending,
GM004900,ORDGM004900,311.20,INR,pending,
GM004901,ORDGM004901,3513.65,INR,pending,
GM004902,ORDGM004902,853.89,INR,pending,
GM004904,ORDGM004904,1048.45,INR,pending,
